Environment activated: /hpchome/giorgio24/Log-Anomaly-Detection-via-LLMs/conda_venv
Starting fine tuning BERT model..
Loaded data..
Prepared datasets..
Tokenized data..
Loaded BERT..
12.1
<function is_available at 0x7f295c9b87c0>
Using device: cuda
Starting training BERT..
{'loss': 0.3342, 'grad_norm': 1.814407467842102, 'learning_rate': 9.999652210204154e-06, 'epoch': 0.0}
{'loss': 0.0, 'grad_norm': 0.0036064251326024532, 'learning_rate': 8.836434459012974e-06, 'epoch': 1.16}
{'loss': 0.0, 'grad_norm': 9.774901263881475e-05, 'learning_rate': 8.836086669217125e-06, 'epoch': 1.16}
{'loss': 0.0, 'grad_norm': 6.785565346945077e-05, 'learning_rate': 8.835738879421278e-06, 'epoch': 1.16}
{'loss': 0.0001, 'grad_norm': 0.017288854345679283, 'learning_rate': 8.83539108962543e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.565186388092116e-05, 'learning_rate': 8.835043299829584e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 6.498242146335542e-05, 'learning_rate': 8.834695510033737e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.149889279389754e-05, 'learning_rate': 8.83434772023789e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.07415965734981e-05, 'learning_rate': 8.833999930442043e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 0.00011474890925455838, 'learning_rate': 8.833652140646194e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.2165195888374e-05, 'learning_rate': 8.833304350850347e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 6.785704317735508e-05, 'learning_rate': 8.8329565610545e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 6.531761755468324e-05, 'learning_rate': 8.832608771258651e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 0.00010240408300887793, 'learning_rate': 8.832260981462804e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.140668458305299e-05, 'learning_rate': 8.831913191666957e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 0.00010686863242881373, 'learning_rate': 8.831565401871109e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 8.639088628115132e-05, 'learning_rate': 8.831217612075262e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.49413447920233e-05, 'learning_rate': 8.830869822279415e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 8.119118137983605e-05, 'learning_rate': 8.830522032483568e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.316705159610137e-05, 'learning_rate': 8.83017424268772e-06, 'epoch': 1.17}
{'loss': 0.0528, 'grad_norm': 19.320667266845703, 'learning_rate': 8.829826452891874e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.43992641218938e-05, 'learning_rate': 8.829478663096025e-06, 'epoch': 1.17}
{'loss': 0.0267, 'grad_norm': 8.822590461932123e-05, 'learning_rate': 8.829130873300178e-06, 'epoch': 1.17}
{'loss': 0.0004, 'grad_norm': 8.869714656611905e-05, 'learning_rate': 8.82878308350433e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 8.297021850012243e-05, 'learning_rate': 8.828435293708484e-06, 'epoch': 1.17}
{'loss': 0.0024, 'grad_norm': 0.001954391598701477, 'learning_rate': 8.828087503912635e-06, 'epoch': 1.17}
{'loss': 0.0209, 'grad_norm': 0.061406392604112625, 'learning_rate': 8.827739714116788e-06, 'epoch': 1.17}
{'loss': 0.0006, 'grad_norm': 0.002423530677333474, 'learning_rate': 8.827391924320941e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 9.145732474280521e-05, 'learning_rate': 8.827044134525094e-06, 'epoch': 1.17}
{'loss': 0.0006, 'grad_norm': 0.002888739574700594, 'learning_rate': 8.826696344729247e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 7.678642577957362e-05, 'learning_rate': 8.8263485549334e-06, 'epoch': 1.17}
{'loss': 0.0196, 'grad_norm': 7.991395250428468e-05, 'learning_rate': 8.826000765137551e-06, 'epoch': 1.17}
{'loss': 0.0, 'grad_norm': 8.614567195763811e-05, 'learning_rate': 8.825652975341704e-06, 'epoch': 1.17}
{'loss': 0.0001, 'grad_norm': 7.713968807365745e-05, 'learning_rate': 8.825305185545857e-06, 'epoch': 1.18}
{'loss': 0.0005, 'grad_norm': 7.837286102585495e-05, 'learning_rate': 8.824957395750009e-06, 'epoch': 1.18}
{'loss': 0.0003, 'grad_norm': 0.000132109533296898, 'learning_rate': 8.824609605954162e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 7.869286491768435e-05, 'learning_rate': 8.824261816158315e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 7.98715918790549e-05, 'learning_rate': 8.823914026362466e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 7.035159796942025e-05, 'learning_rate': 8.823566236566619e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 0.00014417065540328622, 'learning_rate': 8.823218446770772e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 7.264447049237788e-05, 'learning_rate': 8.822870656974925e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 8.148082270054147e-05, 'learning_rate': 8.822522867179078e-06, 'epoch': 1.18}
{'loss': 0.0003, 'grad_norm': 0.0006661421502940357, 'learning_rate': 8.822175077383231e-06, 'epoch': 1.18}
{'loss': 0.0001, 'grad_norm': 6.610916170757264e-05, 'learning_rate': 8.821827287587384e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 9.521032916381955e-05, 'learning_rate': 8.821479497791535e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 0.000455822009826079, 'learning_rate': 8.821131707995688e-06, 'epoch': 1.18}
{'loss': 0.0232, 'grad_norm': 7.14949201210402e-05, 'learning_rate': 8.820818697179425e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 9.253267489839345e-05, 'learning_rate': 8.820470907383578e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 8.370672003366053e-05, 'learning_rate': 8.820123117587731e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 6.609645788557827e-05, 'learning_rate': 8.819775327791882e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 6.963525083847344e-05, 'learning_rate': 8.819427537996035e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 6.915890116943046e-05, 'learning_rate': 8.819079748200188e-06, 'epoch': 1.18}
{'loss': 0.0002, 'grad_norm': 7.315473339986056e-05, 'learning_rate': 8.818731958404341e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 7.333733810810372e-05, 'learning_rate': 8.818384168608494e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 7.093953172443435e-05, 'learning_rate': 8.818036378812647e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 6.80565572110936e-05, 'learning_rate': 8.817688589016799e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 6.76149720675312e-05, 'learning_rate': 8.817340799220952e-06, 'epoch': 1.18}
{'loss': 0.0002, 'grad_norm': 6.993647548370063e-05, 'learning_rate': 8.816993009425105e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 0.00023314313148148358, 'learning_rate': 8.816645219629258e-06, 'epoch': 1.18}
{'loss': 0.0002, 'grad_norm': 6.961882900213823e-05, 'learning_rate': 8.816297429833409e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 6.39694626443088e-05, 'learning_rate': 8.815949640037562e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 8.416567288804799e-05, 'learning_rate': 8.815601850241715e-06, 'epoch': 1.18}
{'loss': 0.0, 'grad_norm': 6.583092181244865e-05, 'learning_rate': 8.815254060445866e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.0030167060904204845, 'learning_rate': 8.81490627065002e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.0003127292438875884, 'learning_rate': 8.814558480854172e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.633294105995446e-05, 'learning_rate': 8.814210691058325e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.361302075674757e-05, 'learning_rate': 8.813862901262478e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.503295298898593e-05, 'learning_rate': 8.813515111466631e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.00014672012184746563, 'learning_rate': 8.813167321670782e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.451331864809617e-05, 'learning_rate': 8.812819531874935e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.66325431666337e-05, 'learning_rate': 8.812471742079088e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.00023233686806634068, 'learning_rate': 8.81212395228324e-06, 'epoch': 1.19}
{'loss': 0.0141, 'grad_norm': 29.38338851928711, 'learning_rate': 8.811776162487393e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.003047308884561062, 'learning_rate': 8.811428372691546e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.591504643438384e-05, 'learning_rate': 8.811080582895699e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.391588249243796e-05, 'learning_rate': 8.810732793099852e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.0004819634195882827, 'learning_rate': 8.810385003304005e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.352138007059693e-05, 'learning_rate': 8.810037213508158e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.234585453057662e-05, 'learning_rate': 8.809689423712309e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.750543252564967e-05, 'learning_rate': 8.809341633916462e-06, 'epoch': 1.19}
{'loss': 0.0003, 'grad_norm': 5.985729512758553e-05, 'learning_rate': 8.808993844120615e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.033490353729576e-05, 'learning_rate': 8.808646054324766e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.044915789971128e-05, 'learning_rate': 8.80829826452892e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.00019162282114848495, 'learning_rate': 8.807950474733072e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.060859595891088e-05, 'learning_rate': 8.807602684937223e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 8.33702870295383e-05, 'learning_rate': 8.807254895141376e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.00018569562234915793, 'learning_rate': 8.80690710534553e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 0.0022875098511576653, 'learning_rate': 8.806559315549682e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.193248555064201e-05, 'learning_rate': 8.806211525753835e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 7.381131581496447e-05, 'learning_rate': 8.805863735957988e-06, 'epoch': 1.19}
{'loss': 0.0, 'grad_norm': 6.604078953387216e-05, 'learning_rate': 8.80551594616214e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.167399988044053e-05, 'learning_rate': 8.805168156366293e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 9.170064004138112e-05, 'learning_rate': 8.804820366570446e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.152127753011882e-05, 'learning_rate': 8.804472576774599e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 0.0010448188986629248, 'learning_rate': 8.80412478697875e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.688110443064943e-05, 'learning_rate': 8.803776997182903e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 5.45002258149907e-05, 'learning_rate': 8.803429207387056e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 5.731050987378694e-05, 'learning_rate': 8.803081417591209e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.565123476320878e-05, 'learning_rate': 8.802733627795362e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.86137136653997e-05, 'learning_rate': 8.802385837999515e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.238025525817648e-05, 'learning_rate': 8.802038048203666e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 5.657269502989948e-05, 'learning_rate': 8.80169025840782e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 9.582616621628404e-05, 'learning_rate': 8.801342468611972e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 5.427558426163159e-05, 'learning_rate': 8.800994678816124e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 5.886255166842602e-05, 'learning_rate': 8.800646889020276e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 9.166504605673254e-05, 'learning_rate': 8.80029909922443e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 7.8612967627123e-05, 'learning_rate': 8.79995130942858e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 9.931254317052662e-05, 'learning_rate': 8.799603519632734e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.26062901574187e-05, 'learning_rate': 8.799255729836887e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 5.967690594843589e-05, 'learning_rate': 8.79890794004104e-06, 'epoch': 1.2}
{'loss': 0.0001, 'grad_norm': 5.528746987693012e-05, 'learning_rate': 8.798560150245193e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 7.240082777570933e-05, 'learning_rate': 8.798212360449346e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 0.0011980828130617738, 'learning_rate': 8.797864570653499e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 7.32172848074697e-05, 'learning_rate': 8.79751678085765e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 7.051372085697949e-05, 'learning_rate': 8.797168991061803e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 5.0626265874598175e-05, 'learning_rate': 8.796821201265956e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.0577207477763295e-05, 'learning_rate': 8.796473411470107e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 5.412082464317791e-05, 'learning_rate': 8.79612562167426e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 6.591366400243714e-05, 'learning_rate': 8.795777831878413e-06, 'epoch': 1.2}
{'loss': 0.0, 'grad_norm': 8.828366117086262e-05, 'learning_rate': 8.795430042082566e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 5.2020044677192345e-05, 'learning_rate': 8.79508225228672e-06, 'epoch': 1.21}
{'loss': 0.0004, 'grad_norm': 7.05486600054428e-05, 'learning_rate': 8.794734462490872e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 5.5813889048295096e-05, 'learning_rate': 8.794386672695024e-06, 'epoch': 1.21}
{'loss': 0.0581, 'grad_norm': 5.7025597925530747e-05, 'learning_rate': 8.794038882899177e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 7.281309808604419e-05, 'learning_rate': 8.79369109310333e-06, 'epoch': 1.21}
{'loss': 0.0002, 'grad_norm': 7.280778663698584e-05, 'learning_rate': 8.793343303307482e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 0.014201333746314049, 'learning_rate': 8.792995513511634e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 7.317180279642344e-05, 'learning_rate': 8.792647723715787e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 0.004057036712765694, 'learning_rate': 8.79229993391994e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 0.0003746417642105371, 'learning_rate': 8.791952144124091e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 7.23298653610982e-05, 'learning_rate': 8.791604354328244e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 6.973423296585679e-05, 'learning_rate': 8.791256564532397e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 6.666994886472821e-05, 'learning_rate': 8.79090877473655e-06, 'epoch': 1.21}
{'loss': 0.0296, 'grad_norm': 0.00496530020609498, 'learning_rate': 8.790560984940703e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 0.00017667470092419535, 'learning_rate': 8.790213195144856e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 7.611127512063831e-05, 'learning_rate': 8.789865405349007e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 0.00043023680336773396, 'learning_rate': 8.78951761555316e-06, 'epoch': 1.21}
{'loss': 0.0004, 'grad_norm': 0.12027452886104584, 'learning_rate': 8.789169825757313e-06, 'epoch': 1.21}
{'loss': 0.0004, 'grad_norm': 7.603014819324017e-05, 'learning_rate': 8.788822035961465e-06, 'epoch': 1.21}
{'loss': 0.0004, 'grad_norm': 7.467019895557314e-05, 'learning_rate': 8.788474246165618e-06, 'epoch': 1.21}
{'loss': 0.0004, 'grad_norm': 0.004667127039283514, 'learning_rate': 8.78812645636977e-06, 'epoch': 1.21}
{'loss': 0.0002, 'grad_norm': 0.0025749949272722006, 'learning_rate': 8.787778666573924e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 6.684139952994883e-05, 'learning_rate': 8.787430876778077e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 6.969839887460694e-05, 'learning_rate': 8.78708308698223e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 0.0010178666561841965, 'learning_rate': 8.786735297186383e-06, 'epoch': 1.21}
{'loss': 0.0002, 'grad_norm': 6.755693175364286e-05, 'learning_rate': 8.786387507390534e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 7.920704956632107e-05, 'learning_rate': 8.786039717594687e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 7.254798401845619e-05, 'learning_rate': 8.78569192779884e-06, 'epoch': 1.21}
{'loss': 0.0, 'grad_norm': 6.828502228017896e-05, 'learning_rate': 8.785344138002991e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.347167800413445e-05, 'learning_rate': 8.784996348207144e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.117664452176541e-05, 'learning_rate': 8.784648558411297e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.510246021207422e-05, 'learning_rate': 8.784300768615448e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 0.00016374159895349294, 'learning_rate': 8.783952978819601e-06, 'epoch': 1.22}
{'loss': 0.0001, 'grad_norm': 6.145547376945615e-05, 'learning_rate': 8.783605189023754e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 0.0020371798891574144, 'learning_rate': 8.783257399227907e-06, 'epoch': 1.22}
{'loss': 0.0002, 'grad_norm': 6.961286999285221e-05, 'learning_rate': 8.78290960943206e-06, 'epoch': 1.22}
{'loss': 0.0236, 'grad_norm': 6.292649050010368e-05, 'learning_rate': 8.782561819636213e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 9.644027886679396e-05, 'learning_rate': 8.782214029840366e-06, 'epoch': 1.22}
{'loss': 0.0002, 'grad_norm': 0.00010624391870805994, 'learning_rate': 8.781866240044518e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 7.232577627291903e-05, 'learning_rate': 8.78151845024867e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 0.0014624029863625765, 'learning_rate': 8.781170660452824e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 9.925314952852204e-05, 'learning_rate': 8.780822870656975e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.85293271089904e-05, 'learning_rate': 8.780475080861128e-06, 'epoch': 1.22}
{'loss': 0.0004, 'grad_norm': 0.0020305663347244263, 'learning_rate': 8.78012729106528e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.582352216355503e-05, 'learning_rate': 8.779779501269434e-06, 'epoch': 1.22}
{'loss': 0.0003, 'grad_norm': 0.09311746060848236, 'learning_rate': 8.779431711473587e-06, 'epoch': 1.22}
{'loss': 0.0002, 'grad_norm': 6.476280395872891e-05, 'learning_rate': 8.77908392167774e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 0.0017713941633701324, 'learning_rate': 8.778736131881891e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.69185901642777e-05, 'learning_rate': 8.778388342086044e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.911908712936565e-05, 'learning_rate': 8.778040552290197e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.667436537100002e-05, 'learning_rate': 8.777692762494348e-06, 'epoch': 1.22}
{'loss': 0.0003, 'grad_norm': 6.0382491938071325e-05, 'learning_rate': 8.777344972698501e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 5.915399742661975e-05, 'learning_rate': 8.776997182902654e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 6.349964678520337e-05, 'learning_rate': 8.776649393106806e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 7.38403614377603e-05, 'learning_rate': 8.776301603310959e-06, 'epoch': 1.22}
{'loss': 0.0205, 'grad_norm': 6.51417940389365e-05, 'learning_rate': 8.775953813515112e-06, 'epoch': 1.22}
{'loss': 0.0001, 'grad_norm': 6.444403697969392e-05, 'learning_rate': 8.775606023719265e-06, 'epoch': 1.22}
{'loss': 0.0, 'grad_norm': 0.00048047571908682585, 'learning_rate': 8.775258233923418e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 0.00010692973592085764, 'learning_rate': 8.77491044412757e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 7.105758413672447e-05, 'learning_rate': 8.774562654331724e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 6.979354657232761e-05, 'learning_rate': 8.774214864535875e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 8.169504144461825e-05, 'learning_rate': 8.773867074740028e-06, 'epoch': 1.23}
{'loss': 0.0165, 'grad_norm': 6.265077536227182e-05, 'learning_rate': 8.773519284944181e-06, 'epoch': 1.23}
{'loss': 0.0004, 'grad_norm': 6.729532469762489e-05, 'learning_rate': 8.773171495148332e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 6.660362123511732e-05, 'learning_rate': 8.772823705352485e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 7.346938946284354e-05, 'learning_rate': 8.772475915556638e-06, 'epoch': 1.23}
{'loss': 0.0015, 'grad_norm': 9.375232912134379e-05, 'learning_rate': 8.772128125760791e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 0.0008983132429420948, 'learning_rate': 8.771780335964944e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 0.0004633506468962878, 'learning_rate': 8.771432546169097e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 0.0004100541409570724, 'learning_rate': 8.771084756373248e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 6.388936162693426e-05, 'learning_rate': 8.770736966577401e-06, 'epoch': 1.23}
{'loss': 0.0011, 'grad_norm': 7.738116255495697e-05, 'learning_rate': 8.770389176781554e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 6.323084380710497e-05, 'learning_rate': 8.770041386985707e-06, 'epoch': 1.23}
{'loss': 0.0001, 'grad_norm': 6.421103171305731e-05, 'learning_rate': 8.769693597189859e-06, 'epoch': 1.23}
{'loss': 0.0008, 'grad_norm': 0.00011140236165374517, 'learning_rate': 8.769345807394012e-06, 'epoch': 1.23}
{'loss': 0.0001, 'grad_norm': 6.28225679975003e-05, 'learning_rate': 8.768998017598165e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 6.467706407420337e-05, 'learning_rate': 8.768650227802316e-06, 'epoch': 1.23}
{'loss': 0.0142, 'grad_norm': 8.565800817450508e-05, 'learning_rate': 8.768337216986055e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 6.657908670604229e-05, 'learning_rate': 8.767989427190206e-06, 'epoch': 1.23}
{'loss': 0.0693, 'grad_norm': 0.0011060051620006561, 'learning_rate': 8.767641637394359e-06, 'epoch': 1.23}
{'loss': 0.0001, 'grad_norm': 0.004164423327893019, 'learning_rate': 8.767293847598512e-06, 'epoch': 1.23}
{'loss': 0.0001, 'grad_norm': 0.0022892942652106285, 'learning_rate': 8.766946057802665e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 0.0008116299286484718, 'learning_rate': 8.766598268006818e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 0.004437841475009918, 'learning_rate': 8.766250478210971e-06, 'epoch': 1.23}
{'loss': 0.0005, 'grad_norm': 0.0004482352524064481, 'learning_rate': 8.765902688415122e-06, 'epoch': 1.23}
{'loss': 0.0, 'grad_norm': 0.00019654208153951913, 'learning_rate': 8.765554898619275e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 0.00014528000610880554, 'learning_rate': 8.765207108823428e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 0.0006711026071570814, 'learning_rate': 8.76485931902758e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 0.00011951063061133027, 'learning_rate': 8.764511529231732e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 0.00010983758693328127, 'learning_rate': 8.764163739435885e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 9.514748671790585e-05, 'learning_rate': 8.763815949640038e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 8.472542685922235e-05, 'learning_rate': 8.763468159844191e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 0.002542913891375065, 'learning_rate': 8.763120370048344e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 0.00013854428834747523, 'learning_rate': 8.762772580252497e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 0.00010441997437737882, 'learning_rate': 8.762424790456649e-06, 'epoch': 1.24}
{'loss': 0.0, 'grad_norm': 8.002686081454158e-05, 'learning_rate': 8.762077000660802e-06, 'epoch': 1.24}
{'loss': 0.0557, 'grad_norm': 0.005420777481049299, 'learning_rate': 8.761729210864955e-06, 'epoch': 1.24}
{'loss': 0.0001, 'grad_norm': 0.0405515693128109, 'learning_rate': 8.761381421069106e-06, 'epoch': 1.24}
{'loss': 0.0586, 'grad_norm': 0.0010940533829852939, 'learning_rate': 8.761068410252845e-06, 'epoch': 1.24}
{'loss': 0.0002, 'grad_norm': 0.0003069513477385044, 'learning_rate': 8.760720620456996e-06, 'epoch': 1.24}
{'loss': 0.0002, 'grad_norm': 0.00029593330691568553, 'learning_rate': 8.760372830661149e-06, 'epoch': 1.24}
{'loss': 0.0002, 'grad_norm': 0.00036106258630752563, 'learning_rate': 8.760025040865302e-06, 'epoch': 1.24}
{'loss': 0.0001, 'grad_norm': 0.0006514610722661018, 'learning_rate': 8.759677251069453e-06, 'epoch': 1.24}
{'loss': 0.0003, 'grad_norm': 0.1964690089225769, 'learning_rate': 8.759329461273606e-06, 'epoch': 1.24}
